S.N,Batch Count,Total Order,URL,Title,Length,Time Taken(ms),Render Time (ms)
223,74,298,https://www.polesltd.com,Poles Productions Communications Ltd,63458,11740,11271
224,74,299,https://wudao-stralsund.de,Home – WuDao Stralsund – Akademie für asiatische Bewegungskünste und Kung Fu,204389,3128,2659
225,75,301,https://hpcontrol.uk,Hydraulic Pneumatic Control parts and devices HPControl,89925,6000,5759
226,75,302,https://www.fibermax.ind.br,Fibermax - Escadas de fibra de vidro,26725,8474,6109
227,76,305,https://mecinservice.com.br,Mec In Service - fabricação industrial (Ouro Branco - MG),244583,13563,12406
228,76,306,https://www.greenteamsanjoaquin.com,Green Team of San Joaquin: Promoting Sustainability in Our Community,63021,10389,9821
229,76,307,https://www.remgen.co.uk,Industrial Painting | Remgen | Cardiff,492834,4167,3348
230,77,308,https://www.aviationresources.com.au,HOME | Aviation Resource Gr,951495,6112,4174
231,77,309,https://www.waterwarrioralliance.org,Water Warrior Alliance | Marine Debris Removal,1808022,5055,3339
232,77,310,https://wholesalemortgages.net,Wholesale Mortgages,163828,18746,17950
233,77,311,http://www.greenespeak.com,GreeneSpeak Publications LLC home of GreeneSpeak newspaper published and edited by Cindy Bailey of Waynesburg PA.,197215,17429,16824
234,78,314,https://www.dodecaden.com,Dodecaden - Production Design - Man Arenas Web Site,5482,4121,4008
235,78,315,https://www.imobiliariapaulopereira.com.br,Paulo Pereira Empreendimentos Imobiliários,240602,7434,7136
236,79,318,https://www.argonandco.com,Argon & Co | Business Management Consultancy Firm,257493,5702,5039
237,80,320,https://www.imobiliariacajamar.com.br,Imobiliária Cajamar | O Imóvel que você procura está aqui !,338175,11244,10416
238,80,322,http://www.johi.co.uk,Joanne Higginbottom — Music for Film & Television,41849,9836,9401
239,80,323,https://www.polizeiseelsorge-pfalz.de,Gemeinsame Polizeiseelsorge im Bistum Speyer und in der Evangelischen Kirche der Pfalz (Protestantische Landeskirche),54857,3309,2823
240,81,324,http://www.x-sales.it,Error or No Title,514,3493,3398
241,81,325,https://www.the-yoga-garden.co.uk,The Yoga Garden - Yoga in the heart of West Sussex Countryside,1108251,7293,5964
242,81,327,https://beneficioprevidenciario.com.br,Página Principal - Acompanhamos todo o seu processo com o BPC LOAS,41819,7940,7542
243,82,328,https://spawebdesign.co.uk,SPA Web Design | Low cost fixed price web design - £1500,126355,5290,4234
244,82,330,https://xyelement.com,XY ELEMENT,694767,5755,4569
245,82,331,https://ibanextgen.com,IBA Next Gen Forum,53502,4385,3470
246,83,332,https://westlanddrivingschool.com,Westland Driving School - Drivers Ed - Columbus Ohio,122895,3317,2521
247,83,333,https://imagetechno.com,Image Technologies,119905,4288,3202
248,83,334,https://www.weinbau-zaehner.ch,Rebbau | Weinbau Zähner | Hemishofen,745639,2715,2458
249,83,335,https://madisonlawyersgroup.com,​Madison Lawyers Group P.C. - Home,35754,3729,3470
250,84,336,https://www.designspacearchitects.co.uk,DSA Design Space Architects Yorkshire | RIBA Chartered Practice,63128,5136,4626
251,84,337,http://www.villaauriemma.it,Villa Auriemma - Il luogo ideale per vivere i tuoi momenti più importanti,23516,7917,6841
252,84,338,http://www.italienspecialisten.se,Italienspecialisten | Tips och artiklar om Italien,93994,5773,5123
253,84,339,https://www.ewanclayton.co.uk,Ewan Clayton,193042,5067,4510
254,85,341,https://www.avvocatoballabio.com,Assistenza legale | Albenga SV | Avv. Marco Ballabio,298921,4895,4264
255,85,342,http://www.duoclarinet.com,DUO MUSIC,29026,21407,19388
256,85,343,http://www.proiec.com.mx,PROIEC - Inicio,158162,9567,7393
257,86,344,https://www.verkiezingsportal.nl,TSA Verkiezingen - Dé ICT-partner voor uw verkiezingsproces.,55892,8121,7500
258,86,345,http://www.ivosanches.com.br,Ivo Sanches Consultoria Imobiliária - Imobiliária em Santos,199084,6528,5844
259,86,346,https://www.reprintpros.com,ReprintPros.com - Home,37376,5311,5028
260,87,348,http://www.replace-windows.org,Replacement Windows Palm Harbor Windows Palm Harbor Doors.,11788,6278,5998
261,87,349,https://www.faroads.com,Faroad SMT LINE PCB Assembly Solution - 2024,337038,9205,8614
262,87,350,https://www.latachedencre.com,La tache d'encre café théâtre à Avignon,91700,5530,5166
263,88,352,https://www.sy2.uk,ANY-Web,677,5178,5061
264,88,353,http://franvisa.edu.co,FRANVISA,44920,6988,6274
265,88,354,https://duckeggthreads.co.uk,Duck Egg Threads Home -,166240,2729,2199
266,89,356,http://www.fridmanlaw.net,Fridman | Immigration Law,185189,17608,16713
267,89,357,https://www.trasplantecapilarfuecolombia.com,Trasplante Implante capilar FUE-Bogota Colombia-Mejor ClinicaTrasplante Capilar,539000,5530,4808
